company_id,company_name,domain,website,company_type,source,source_url,country,hq_city,hq_region,hq_regions,hq_full_address,headcount_bucket,headcount_min,headcount_max,revenue_bucket,revenue_min,revenue_max,industries_or_category,primary_industry,description,founded_year,linkedin_url,facebook_url,twitter_url,instagram_url,last_funding_type,last_funding_amount,last_funding_date,founders,num_founders,cb_rank,growth_score_tier,operating_status,min_project_size,hourly_rate,rating,review_count,priority_score,notes
c1387,Second Voice,secondvoice.pro,https://secondvoice.pro,Lead Generation Agency,clutch,https://clutch.co/profile/second-voice,UK,Brighton and Hove,England,,"15-17 Middle Street Brighton and Hove , England BN1 1AL",10 - 49,10,49,,,,lead-generation,,"Second Voice is a Sales Outsourcing Solutions company known for its dynamic and results-focused team. They excel in targeted outbound email campaigns and account management, which evolved to book high-value meetings, as noted by 100% of reviewers. Their alignment with company values and responsivene",2022,,,,,,,,,,,,,"$25,000+",,5.0,1.0,1,
c1388,The Lead Generation Company,theleadgenerationcompany.co.uk,http://www.theleadgenerationcompany.co.uk/,Lead Generation Agency,clutch,https://clutch.co/profile/lead-generation-company,UK,Glasgow,Scotland,,"15 – 17 Nasmyth Road South, Hillington Park Glasgow , Scotland G52 4RE",10 - 49,10,49,,,,lead-generation,,"The Lead Generation Company is a lead generation and telemarketing firm. Feedback indicates a predominantly negative experience, with 100% of reviewers expressing dissatisfaction due to unprofessionalism, lack of effective results, and poor communication. Reviewers highlight their failure to deliver",2012,,,,,,,,,,,,,"$1,000+",< $25 / hr,0.5,1.0,1,
c1389,Nurturance,nurturance.uk,http://www.nurturance.uk,Sales Consulting,clutch,https://clutch.co/profile/nurturance,UK,London,England,,"39 Gladiator Way London , England RM12 6EU",10 - 49,10,49,,,,sales-consulting,,"Nurturance is a consulting firm specializing in optimizing business operations and increasing conversion rates. Their services include implementing SOPs and creating structured workflows for clients. In reviews, 100% of clients highlight their effective project management and personalized approach,",2024,,,,,,,,,,,,,"$1,000+",$150 - $199 / hr,5.0,1.0,1,
c1390,Salesforce,influcollabs.com,https://influcollabs.com/influencers,Sales Consulting,clutch,https://clutch.co/profile/salesforce-1,UK,London,England,,"70 South Street London , England W1K 1JA",50 - 249,50,249,,,,sales-consulting,,"Salesforce offers services including Sales Team Augmentation, Sales Performance Enhancement, and Sales Consulting. Reviews consistently highlight their effective lead generation strategies and timely delivery, with clients particularly impressed by the quality and consistency of the leads generated.",2015,,,,,,,,,,,,,"$5,000+",$300+ / hr,5.0,1.0,1,
c1391,Client PrompX,prompx.com,https://client.prompx.com/,Sales Consulting,clutch,https://clutch.co/profile/client-prompx,UK,London,England,,"20 first way London , England HA9 0PE",10 - 49,10,49,,,,sales-consulting,,"PrompX partners with innovators in 30+ industries from SaaS and Fintech to Professional Services and IT/MSP, to engineer high-value conversations for founders and revenue leaders. Powered by human Read more See all 1 projects",2024,,,,,,,,,,,,,"$1,000+",,5.0,1.0,1,
c1392,TechWyse,techwyse.com,https://www.techwyse.com/?utm_source=clutch.co&utm_medium=referral,Digital Marketing Agency,clutch,https://clutch.co/profile/techwyse,CA,Toronto,Canada,,"1444 Dupont St #32 Toronto , Canada M6P 4H3",50 - 249,50,249,,,,digital-marketing,,"TechWyse is a digital marketing agency specializing in enhancing sales and brand awareness through strategic Google and social media advertising. Reviews highlight their effective communication and timely project delivery, with over 80% of feedback being positive. Clients appreciate their friendly s",2001,https://www.linkedin.com/company/techwyse/,https://www.facebook.com/TechWyse/,https://twitter.com/techwyse,https://www.instagram.com/techwyse/,,,,,,,,,"$1,000+",$50 - $99 / hr,5.0,1.0,1,
c1393,Rablab,rablab.ca,https://rablab.ca,Digital Marketing Agency,clutch,https://clutch.co/profile/rablab,CA,Montreal,Canada,,"6570 AV. Esplanade #100 Montreal , Canada H2V 4L5",10 - 49,10,49,,,,digital-marketing,,"Rablab is a digital marketing agency specializing in SEO and SEM services. Reviews indicate a high level of satisfaction, with 100% of clients noting significant improvements in website ranking and lead generation. Clients praise Rablab's knowledgeable staff and effective project management, with no",2016,https://www.linkedin.com/company/9188828/admin/dashboard/,https://www.facebook.com/Rablabweb/,https://twitter.com/rablabsolutions,https://www.instagram.com/agencerablab/,,,,,,,,,"$25,000+",$100 - $149 / hr,5.0,1.0,1,
c1394,tbk,tbkcreative.com,http://www.tbkcreative.com/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,Digital Marketing Agency,clutch,https://clutch.co/profile/tbk,CA,London,Canada,,"562 Wellington Street London , Canada N6A 3R5",10 - 49,10,49,,,,digital-marketing,,"tbk is a full-funnel marketing, web, and software partner for mid-market organizations that want their brand, web, and demand engine to finally work as one. We work across the entire journey on Read more See all 1 projects",2009,,https://www.facebook.com/pg/tbkCreative,https://twitter.com/tbkcreative,,,,,,,,,,"$10,000+",$150 - $199 / hr,5.0,1.0,1,
c1395,Koala Customer Care,koalacustomercare.com,https://koalacustomercare.com/,Lead Generation Agency,clutch,https://clutch.co/profile/koala-customer-care,CA,Surrey,Canada,,"10193 152A Street Surrey , Canada V3R 4H6",50 - 249,50,249,,,,lead-generation,,"Koala Customer Care is a customer service outsourcing company that efficiently manages phone calls and scheduling for businesses. Their services have been praised for improving efficiency and organization, with 100% of reviewers expressing satisfaction. Clients highlight their responsiveness and pro",2017,,,,,,,,,,,,,,,5.0,1.0,1,
c1396,OnPath,onpath.com,http://www.onpath.com,Lead Generation Agency,clutch,https://clutch.co/profile/onpath,CA,Ottawa,Canada,,"1165 Kenaston Street, Ottawa , Canada K1B 3M1",50 - 249,50,249,,,,lead-generation,,"OnPath is an award-winning lead generation company. Since our early beginnings in 1993, we now have over 140 employees. We’re a one stop shop full-service lead generation specialist that Read more See all 1 projects",1993,,,,,,,,,,,,,"$1,000+",< $25 / hr,4.0,1.0,1,
c1397,VirtualAssistants.ca,virtual-assistants.ca,https://virtual-assistants.ca/,Lead Generation Agency,clutch,https://clutch.co/profile/virtualassistantsca,CA,Toronto,Canada,,"Bonnieglen Farm Boulevard Toronto , Canada L0J",10 - 49,10,49,,,,lead-generation,,"Get a full-time employee for only CAD $1,099 per month. If you are looking for a superstar marketing, sales, finance, or support hire we have you covered. Use your dedicated virtual assistant to Read more See all 1 projects",2024,,,,,,,,,,,,,"$1,000+",< $25 / hr,5.0,1.0,1,
c1398,AppointmentSetter,appointmentsetter.ca,http://www.appointmentsetter.ca/,Lead Generation Agency,clutch,https://clutch.co/profile/appointmentsetter,CA,Toronto,Canada,,,10 - 49,10,49,,,,lead-generation,,"AppointmentSetter is a lead generation company specializing in prospecting and client engagement to enhance business growth. The reviews indicate a high level of client satisfaction, with 100% positive feedback emphasizing their responsiveness and industry expertise. Notably, 100% of reviewers appre",2006,,,,,,,,,,,,,"$1,000+",< $25 / hr,5.0,1.0,1,
c1399,Attention Experts,attentionexperts.com,http://www.attentionexperts.com?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,Digital Marketing Agency,clutch,https://clutch.co/profile/attention-experts,AU,Greenwich,Australia,,"201/55 Chandos Street Greenwich , Australia 2065",10 - 49,10,49,,,,digital-marketing,,"Attention Experts is a social media agency known for their strategic approach to enhancing organic engagement. Reviews indicate a 100% satisfaction rate, noting their experienced team and effective client-supplier relationships. Clients appreciate their realistic social media strategies and the mark",2016,https://www.linkedin.com/company/17886547/,https://facebook.com/attentionexperts/,,,,,,,,,,,"$1,000+",,5.0,1.0,1,
c1400,align.me,align.me,https://align.me/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,Digital Marketing Agency,clutch,https://clutch.co/profile/alignme,AU,Fitzroy,Australia,,"281 Brunswick St Fitzroy , Australia 3065",10 - 49,10,49,,,,digital-marketing,,"align.me is a comprehensive marketing support company known for its expertise in enhancing lead generation, managing campaigns, and providing structured marketing planning and training. The company has received overwhelmingly positive feedback, with clients praising its ability to transform inexperi",1998,https://www.linkedin.com/company/alignmeb2b/,https://www.facebook.com/alignmeb2b/,https://twitter.com/alignmeb2b,,,,,,,,,,"$5,000+",$150 - $199 / hr,5.0,1.0,1,
c1401,Social Soup,socialsoup.com,https://socialsoup.com/?utm_source=clutch.co&utm_medium=referral,Digital Marketing Agency,clutch,https://clutch.co/profile/social-soup,AU,Redfern,Australia,,"61-63 Great Buckingham Street Redfern , Australia 2016",10 - 49,10,49,,,,digital-marketing,,"Social Soup is a company specializing in consumer sampling and feedback analysis, particularly for the food and beverage industry. They excel in project management and communication, achieving impressive results such as exceeding trial targets by 216%. Reviews are overwhelmingly positive, with 100%",2007,https://www.linkedin.com/company/socialsouphq,https://www.facebook.com/socialsouphq,,https://www.instagram.com/socialsouphq,,,,,,,,,"$25,000+",,5.0,1.0,1,
c1402,Social Status,socialstatus.com.au,https://socialstatus.com.au/?utm_source=clutch.co&utm_medium=referral&utm_campaign=directory,Digital Marketing Agency,clutch,https://clutch.co/profile/social-status,AU,South Melbourne,Australia,,"Level 1, 210 Albert Road South Melbourne , Australia 3205",10 - 49,10,49,,,,digital-marketing,,"Social Status provides SEO and competitive research services, making UI and content suggestions to enhance client website performance. Reviews indicate that Social Status effectively increased user engagement and conversions while maintaining excellent communication and project management. Clients p",2015,https://www.linkedin.com/company/3960335/admin/,https://www.facebook.com/SocialStatusMedia,,,,,,,,,,,"$1,000+",$100 - $149 / hr,5.0,1.0,1,
c1403,Think Creative Agency,thinkcreativeagency.com.au,https://www.thinkcreativeagency.com.au/,Digital Marketing Agency,clutch,https://clutch.co/profile/think-creative-agency,AU,Chatswood,Australia,,"Suite 2, Level 10, Tower 1, 475 Victoria Avenue Chatswood , Australia 2067",10 - 49,10,49,,,,digital-marketing,,"Think Creative Agency is a creative services company specializing in brand design, strategy development, and marketing collateral. Reviews highlight their exceptional knowledge, dedication, and ease of communication, with 100% of feedback describing positive experiences and high recommendations for",2012,,,,,,,,,,,,,"$1,000+",$150 - $199 / hr,5.0,1.0,1,
c1404,Ape-X SEO and PPC Services,ape-x.com.au,https://www.ape-x.com.au/,Digital Marketing Agency,clutch,https://clutch.co/profile/ape-x-seo-ppc-services,AU,Brisbane City,Australia,,"Ape-X, Level 18, 324 Queen Street, Brisbane City , Australia 4000",10 - 49,10,49,,,,digital-marketing,,"Ape-X SEO and PPC Services is an SEO agency that specializes in scaling organic traffic and providing paid media management. The reviews highlight their exceptional communication and cultural fit, with 100% positive feedback on their timely delivery and comprehensive site audits. Clients praise thei",2018,,,,,,,,,,,,,"$5,000+",$50 - $99 / hr,5.0,1.0,1,
c1405,AndMine,andmine.com,https://www.andmine.com/,Digital Marketing Agency,clutch,https://clutch.co/profile/andmine,AU,Melbourne,Australia,,"Level 14, 333 Collins Street Melbourne , Australia 3000",50 - 249,50,249,,,,digital-marketing,,"AndMine is a web development and digital marketing company noted for creating superior websites and enhancing user experience. The company receives overwhelmingly positive feedback, with 100% of the reviewers praising their teamwork and project management. Clients appreciate the increased market pre",2009,,,,,,,,,,,,,"$5,000+",$100 - $149 / hr,5.0,1.0,1,
c1406,Seriously Good Design,sgd.com.au,https://sgd.com.au,Digital Marketing Agency,clutch,https://clutch.co/profile/seriously-good-design,AU,Collingwood,Australia,,"88 Langridge Street Collingwood , Australia 3066",10 - 49,10,49,,,,digital-marketing,,"SGD SGD is a web development company renowned for its professional approach and attention to detail, particularly in crafting luxury online boutiques. They have received overwhelmingly positive feedback, with 100% of reviewers highlighting their effective communication and prompt responsiveness. Cli",2013,,,,,,,,,,,,,"$10,000+",$100 - $149 / hr,5.0,1.0,1,
c1407,Digital Crew,digitalcrew.agency,https://www.digitalcrew.agency,Digital Marketing Agency,clutch,https://clutch.co/profile/digital-crew-0,AU,Surry Hills,Australia,,"13-15 Wentworth Ave, 301 Surry Hills , Australia 2010",10 - 49,10,49,,,,digital-marketing,,"Digital Crew is a full-service digital marketing agency specializing in bilingual marketing, offering services such as SEO, Google Ads, and reputation management in both English and Chinese. The overall feedback from clients highlights their expertise and effective communication, with notable succes",2014,,,,,,,,,,,,,"$5,000+",$150 - $199 / hr,4.5,1.0,1,
c1408,Patch Agency,patchagency.com.au,https://www.patchagency.com.au/,Digital Marketing Agency,clutch,https://clutch.co/profile/patch-agency-0,AU,Brisbane City,Australia,,"510 Adelaide Street Brisbane City , Australia 4000",10 - 49,10,49,,,,digital-marketing,,"Patch Agency is a digital media company specializing in social media management. The overall feedback from clients is overwhelmingly positive, with 100% of the reviewers highlighting their professionalism, effective communication, and expertise in digital marketing. Clients appreciate their availabi",2020,,,,,,,,,,,,,"$1,000+",$100 - $149 / hr,5.0,1.0,1,
